,Curso_PRE,Nivel_PRE,Codigo,Edad,Genero_PRE,Decision,Otros_campus,Ingenieria_antes,Valoracion_ingenierias_PRE,Dedicacion_PRE,Trabajo_padre,Trabajo_madre,Posicion_clase,Tipo_estudiante,Gustar_PRE,Estudiar_PRE,Entender_PRE,No_entender_PRE,Profesional_PRE,Actividades_PRE,Carrera_PRE,Facilidad_PRE,Disfrutar_PRE,No_trabajo_PRE,Mundo_mejor_PRE,Interes_asignaturas_PRE,Salida_profesional_PRE,Actividades_instituto_PRE,Dificultad_asignaturas_PRE,Trabajo_PRE,Respeto_cientificos_PRE,Efecto_vidas_PRE,No_gustar_PRE,Examenes_PRE,Decisiones_personales_PRE,Curso_POST,Nivel_POST,Genero_POST,Adaptacion,Puntuacion_profesor,Puntuacion_apoyo,Laboratorios_escuela,Laboratorios_comunicaciones,Sensibilizacion_ONG,Material,Ingenieria_despues,Dedicacion_POST,Valoracion_ingenierias_POST,Nivel_matematicas,Recomendacion,Repetir,Puntuacion_curso,Mejor_curso,Peor_curso,Mejorar,Gustar_POST,Estudiar_POST,Entender_POST,No_entender_POST,Profesional_POST,Actividades_POST,Carrera_POST,Facilidad_POST,Disfrutar_POST,No_trabajo_POST,Mundo_mejor_POST,Interes_asignaturas_POST,Salida_profesional_POST,Actividades_instituto_POST,Dificultad_asignaturas_POST,Trabajo_POST,Respeto_cientificos_POST,Efecto_vidas_POST,No_gustar_POST,Examenes_POST,Decisiones_personales_POST
129,DISEÑO 3D,JUNIOR,1104000,10,Chica,Yo,No,No sé,Buena,,"En  Volvo, es abogado","En Caixabank,es economista",Entre los primeros de la clase,Buen estudiante,5,3,5,1,3,5,3,4,5,3,5,3,3,5,3,4,5,5,1,2,5,ROBOTICA,JUNIOR,Chica,Bien,10,10,No asistí,No asistí,Buena,Muy bien,Sí,no lo se pero  me gustaría ser algo relacionado con la ciencia,Buena,Bien,Sí,Sí,9,los robots,esperar que se cree el robot,nada,5,5,5,2,1,4,5,3,5,2,5,4,5,5,1,3,5,4,1,2,5
130,DISEÑO 3D,JUNIOR,1310000,12,Chica,Yo,2020 (online),Sí,Muy buena,,matematico y financiero en el Corte Ingles,abogada colegiada en linea directa,Entre los primeros de la clase,Muy buen estudiante,5,4,5,3,2,4,4,2,4,2,5,4,4,4,4,4,4,4,1,4,5,ROBOTICA,JUNIOR,Chica,Bien,10,10,No asistí,No asistí,Buena,Muy bien,No sé,diseñadora de interores,Muy buena,Bien,Sí,Sí,10,todo,nada,nada,5,3,4,4,3,3,3,3,5,3,4,4,3,3,1,3,4,5,1,3,5
131,DISEÑO 3D,JUNIOR,1311000,10,Chica,"Yo, Mis padres",No,No sé,Buena,,abogado,economista,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,2,3,4,3,3,4,3,5,4,3,4,3,3,4,5,2,3,4,ROBOTICA,JUNIOR,Chico,Muy bien,9,9,No asistí,No asistí,Buena,Bien,No sé,Aún no lo sé,Buena,Muy bien,Sí,No,9,Los conocimientos que transmite,Los patios y ratos libres (necesitamos más),Los ratos y tiempos libre (necesitamos más),3,3,5,2,3,2,3,4,3,2,5,4,3,3,3,2,3,4,2,4,5
132,DISEÑO 3D,JUNIOR,1709000,12,Chico,Yo,2020 (online),Sí,Muy buena,,Química,Funcionaria,Entre los primeros de la clase,Muy buen estudiante,5,5,5,2,5,4,5,4,5,1,4,4,5,5,2,5,4,4,1,1,5,MINECRAFT,JUNIOR,Chica,Muy bien,10,10,Buena,No asistí,Regular,Muy bien,No,a ser cantante o profe de primaria,Buena,Muy bien,Sí,Sí,7,que me gusta mucho minecraft y ahora se masb,que algunos compañeros son MUY insoportables y algunos tontos,no estais bien asi :),4,2,5,1,3,4,2,5,5,5,5,5,1,5,1,1,5,5,1,1,3
133,DISEÑO 3D,JUNIOR,1805000,10,Chico,"Yo, Mis padres",No,Sí,Buena,,informatica de ordenadores,no lo se,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,1,4,5,4,4,2,5,4,5,4,2,3,4,5,2,2,4,VIDEOJUEGOS 2D,JUNIOR,Chico,Bien,10,10,Buena,No asistí,Buena,Bien,Sí,informatica,Buena,Bien,Sí,Sí,9,hacer nuestro propio juego,nada,nada,4,3,4,2,3,3,3,4,4,3,4,4,3,4,3,3,3,4,2,2,4
134,DISEÑO 3D,JUNIOR,1809000,11,Chica,Mis padres,"2019, 2020 (online)",No sé,Muy buena,,Dr. Ingeniero eléctrico,Ingeniera eléctrica,Entre los primeros de la clase,Muy buen estudiante,5,4,5,1,2,5,4,5,5,2,5,5,4,5,1,4,5,5,1,1,5,MINECRAFT,JUNIOR,Chico,Bien,9,9,No asistí,No asistí,Buena,Muy bien,No sé,cientifico,Buena,Muy bien,Sí,Sí,10,pvp skywars,actividad de los crafteos,lo que duran las actividades,4,4,4,3,4,1,3,1,2,4,5,4,2,3,2,3,3,3,2,4,3
135,DISEÑO 3D,JUNIOR,2005000,11,Chico,Yo,No,No sé,Muy buena,,Es juez,Es profesora de comillas (derecho),"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,1,3,4,3,4,4,3,4,4,3,5,2,3,4,4,2,2,4,VIDEOJUEGOS 2D,JUNIOR,Chico,Bien,10,10,Muy buena,No asistí,Buena,Muy bien,Sí,NO LO SE,Muy buena,Regular,Sí,Sí,10,"QUE LOS PROFES ERAN MAJOS,LA VISITA A ALGUNOS LABORATORIOS, PROGAMAR",QUE SOLO DURE UNA SEMANA,ESTA PERFECTO,5,4,4,1,2,4,3,4,5,1,5,3,2,4,2,3,4,4,1,2,4
136,DISEÑO 3D,JUNIOR,2103000,11,Chica,"Yo, Mis padres",No,Sí,Muy buena,,"renaul, RCI",una de las jefas de compras de renaul,Entre los primeros de la clase,Buen estudiante,5,4,5,2,5,4,4,3,5,5,5,4,2,4,3,1,5,5,1,3,2,EDICION DE FOTO Y VIDEO,JUNIOR,Chica,Muy bien,10,1,No asistí,No asistí,Muy buena,Muy bien,Sí,ingenieria agricola,Muy buena,Muy bien,Sí,Sí,10,he aprenddo muchas cosas que me serviran,no ha habido nada malo,"nada, esta todo genial",5,4,5,1,2,4,4,4,5,2,5,5,4,5,1,4,5,5,1,2,5
137,DISEÑO 3D,JUNIOR,2207000,11,Chico,Yo,2019,No sé,Buena,,no lo sé,no lo sé,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,3,1,4,2,4,4,4,3,3,4,4,4,3,3,4,3,1,2,2,INGENIERIA MECANICA,JUNIOR,Chico,Bien,4,10,Muy buena,No asistí,Muy buena,Muy bien,No,no se,Buena,Muy bien,No,No,7,patio,las presentaciones,las actividades,3,3,3,2,5,1,3,3,4,4,4,4,4,3,3,2,1,5,4,3,2
138,DISEÑO 3D,JUNIOR,2209000,11,Chico,"Yo, Mis padres",2019,Sí,Muy buena,,Es abogado,Es abogada,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,5,5,1,1,3,5,5,5,2,5,5,5,5,2,1,5,5,1,2,5,MINECRAFT,JUNIOR,Chico,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,A una carrera de ciencias,Muy buena,Muy bien,Sí,Sí,10,Lo que he aprendido,Todo me ha gustado,Nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,4,5,5,1,1,5
139,DISEÑO 3D,JUNIOR,2501987,13,Chico,Yo,No,No sé,Muy buena,,"Director de campaña de aire libre, deportes y jardín en Alcampo.",Enfermera.,Entre los primeros de la clase,Muy buen estudiante,5,3,5,1,1,3,5,4,5,2,5,5,3,5,3,3,4,5,1,3,5,DISEÑO 3D,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,No se,Muy buena,Muy bien,Sí,Sí,10,Poder diseñar tus propias cosas en 3D y después poder imprimirlo en las impresoras 3D,No haber podido ir a los laboratorios,Las impresoras fallan mucho,5,5,5,1,1,5,5,5,5,1,5,5,5,5,3,3,5,5,1,5,5
140,DISEÑO 3D,JUNIOR,2703772,12,Chica,Mis padres,2019,No sé,Buena,,Ingeniero,icade,Entre los primeros de la clase,Buen estudiante,3,3,4,2,3,3,2,3,4,3,5,3,2,3,4,2,4,4,2,1,3,DISEÑO 3D,JUNIOR,Chica,Bien,9,9,No asistí,No asistí,Buena,Bien,No,no sé,Buena,Bien,Sí,Sí,9,los bilis 3D,las exposiciones,las impresoras,3,3,4,2,3,3,2,3,4,3,5,3,3,2,3,3,4,4,2,4,4
141,DISEÑO 3D,JUNIOR,3009771,12,Chico,"Yo, Mis padres",No,No sé,Buena,,En el banco de España,En Nokia,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,2,5,5,5,5,1,2,4,5,1,1,5,ROBOTICA,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,Sí,No sé,Muy buena,Muy bien,Sí,Sí,10,Programar y los profesores,Nada,nada,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,4,4,5,1,1,5
142,DISEÑO 3D,JUNIOR,3012000,10,Chico,Yo,No,No sé,Buena,,funcionario,funcionaria,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,2,1,3,4,2,2,4,2,3,4,3,4,3,2,3,3,1,1,1,MINECRAFT,JUNIOR,Chico,Bien,8,8,No asistí,No asistí,Buena,Bien,No,músico,Buena,Muy bien,Sí,Sí,9,que he podido construir mi propia casa,que ponían el pvp en algunos mundos,no lo se la verdad,4,4,3,1,3,4,3,3,4,2,3,3,4,4,2,4,4,3,1,1,3
143,DISEÑO 3D,JUNIOR,3103499,11,Chica,"Yo, Mis padres",No,No sé,Muy buena,,En ordenadores,Abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,4,5,2,3,4,3,3,5,2,5,5,3,4,2,2,5,5,1,3,4,EDICION DE FOTO Y VIDEO,JUNIOR,Chica,Muy bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,Actriz y diseñadora de interior de casas,Muy buena,Bien,Sí,Sí,10,El STOP MOTION,Nada,Nada,5,4,5,2,3,4,3,4,5,2,5,5,3,5,2,3,5,5,1,2,5
144,DISEÑO 3D,JUNIOR,7092010000,10,Chico,Yo,No,No,Buena,,Economía,Enfermeria,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,2,5,1,2,3,1,3,4,3,4,3,2,3,1,1,4,4,4,2,4,DISEÑO 3D,JUNIOR,Chico,Bien,10,10,No asistí,No asistí,Muy buena,Muy bien,No sé,Magistrado,Buena,Muy bien,Sí,Sí,10,Diseñar 3D,La charla,Los rotuladores de la pizarra,2,1,5,5,1,3,1,4,4,1,4,3,3,4,4,1,4,4,5,5,5
145,DISEÑO 3D,SENIOR,204543,16,Chica,Yo,2019,Sí,Muy buena,,Es ingeniero industrial,No trabaja,Entre los primeros de la clase,Muy buen estudiante,4,5,5,1,1,4,5,4,4,3,5,3,5,4,2,3,4,4,1,4,3,DISEÑO 3D,SENIOR,Chica,Bien,9,9,Muy buena,No asistí,Muy buena,Muy bien,Sí,Ingeniería :),Muy buena,Muy bien,Sí,Sí,10,Poder llevarte lo que haces a casa y escuchar a BTS :),"Nada, me gustó todo :)",Nada :),4,5,5,2,1,3,5,5,3,4,5,3,5,5,5,4,5,4,1,4,3
146,DISEÑO 3D,SENIOR,306394,16,Chica,Yo,No,No,Buena,,Es coordinador de negocios de una empresa,"No trabaja, ayuda en casa.",Entre los primeros de la clase,Muy buen estudiante,4,2,4,1,5,3,2,3,3,5,5,4,1,3,4,1,5,3,3,2,5,DISEÑO 3D,SENIOR,Chica,Bien,9,9,Muy buena,No asistí,Muy buena,Muy bien,No,"No sé :,)",Buena,Muy bien,Sí,Sí,10,Poder llevarte cosas a casa (y poner bts en clase),Nada :),"Nada, todo ha estado muy bien. Si os apetece, escuchar más Bts es algo que podríais mejorar (stream PERMISSION TO DANCE)",3,1,4,1,1,3,1,4,3,5,4,3,1,1,3,1,4,4,3,1,5
147,DISEÑO 3D,SENIOR,403898,16,Chico,Yo,"2017, 2019",Sí,Muy buena,,es arquitecto,es profesora de plástica,"Por el medio, pero más cerca de los últimos",Mal estudiante,4,5,5,2,1,2,4,4,3,2,4,4,5,5,2,3,3,2,1,4,4,DISEÑO 3D,SENIOR,Chica,Muy bien,10,10,Buena,No asistí,Buena,Bien,Sí,ingenieria industrial,Buena,Bien,No,Sí,9,el tiempo,las encuestas,nada,5,4,4,1,1,2,4,3,4,2,5,3,5,5,4,4,3,3,1,4,4
148,DISEÑO 3D,SENIOR,605000,13,Chica,Yo,No,Sí,Muy buena,,Ingeniero,Profesora,Entre los primeros de la clase,Buen estudiante,4,5,5,1,1,3,5,5,4,1,5,5,5,4,1,5,5,4,1,1,5,EDICION DE FOTO Y VIDEO,SENIOR,Chica,Muy bien,10,10,Muy buena,No asistí,Buena,Muy bien,Sí,No sé,Muy buena,Muy bien,Sí,Sí,10,Edición de fotos,Con un par de días habríamos aprendido mucho mas.,Mover el recreo a un sitio mas grande o meter menos niños a la vez,5,5,5,1,1,4,5,4,5,1,4,5,5,5,2,5,5,3,1,2,5
149,DISEÑO 3D,SENIOR,1012271,15,Chico,Mis padres,No,Sí,Muy buena,,ingenieria,ingenieria,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,5,5,3,5,1,5,5,5,5,1,5,5,4,1,1,3,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,medicina,Muy buena,Muy bien,Sí,Sí,10,todo,nada,nada,5,5,5,1,1,4,5,4,5,1,5,4,5,5,1,5,5,3,1,1,4
150,DISEÑO 3D,SENIOR,1306366,14,Chico,Yo,No,No sé,Buena,,infórmatico,Directora de recursos humanos,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,4,1,1,2,5,4,4,3,4,5,4,3,2,3,4,4,1,2,4,DISEÑO 3D,SENIOR,Chico,Muy bien,9,9,Buena,Buena,Buena,Bien,No sé,informatico o programador,Buena,Bien,Sí,Sí,9,la forma de diseñar,nada,nada,4,4,5,1,2,2,4,4,5,1,4,4,4,4,1,3,4,4,1,1,4
151,DISEÑO 3D,SENIOR,2202269,14,Chico,Mis padres,No,No sé,Muy buena,,Bioquímico molecular,Profesora,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,3,5,1,3,3,4,4,5,1,5,5,4,4,3,5,2,3,1,3,3,DISEÑO 3D,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Regular,Muy bien,No sé,Bioquimica,Buena,Bien,Sí,Sí,10,Todo,Nada,Nada,5,4,5,3,2,3,3,4,5,1,5,5,4,4,5,4,3,5,1,3,3
152,DISEÑO 3D,SENIOR,2206668,16,Chico,Yo,No,Sí,Buena,,Arquitectura,consultoría,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,4,4,4,4,2,5,4,4,4,3,4,4,3,1,3,2,DISEÑO 3D,SENIOR,Chico,Muy bien,8,8,Muy buena,No asistí,,Muy bien,Sí,no lo sé,Buena,Bien,Sí,Sí,8,diseñar en 3d,tinkercad,algunos lpices 3d,4,4,4,1,2,4,4,4,4,4,3,4,4,4,2,4,4,4,1,2,1
153,DISEÑO 3D,SENIOR,2502000,14,Chica,Yo,No,Sí,Buena,,Derecho,Derecho,Entre los primeros de la clase,Muy buen estudiante,4,5,5,2,2,4,5,4,4,2,4,4,5,4,3,4,4,4,2,2,4,ROBOTICA,JUNIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Bien,Sí,A ingeniero industrial,Muy buena,Muy bien,Sí,Sí,10,La carrera porque la ganamos,Que no habían todas las piezas,No,5,5,5,1,1,5,4,5,5,1,5,5,5,5,1,4,3,5,1,1,5
154,DISEÑO 3D,SENIOR,2807890,13,Chico,"Yo, Mis padres","2019, 2020 (online)",Sí,Muy buena,,Ingeniería de telecomunicaciones,Aplicaciones de ordenador y marketing,Entre los primeros de la clase,Muy buen estudiante,2,2,3,3,4,1,2,3,2,4,4,3,2,2,3,2,3,3,3,2,4,EDICION DE FOTO Y VIDEO,SENIOR,Chico,Muy bien,9,1,No asistí,No asistí,Buena,Bien,Sí,Ingeniero,Muy buena,Muy bien,Sí,Sí,9,Poder hacer tu propio vídeo editándolo,Nada,Nada,3,3,4,2,3,2,2,3,2,4,5,3,2,2,3,2,3,4,3,2,4
155,DRONES,SENIOR,306080,16,Chico,Yo,"2019, 2020 (online)",Sí,Muy buena,,Ingeniería industrial,Farmacovigilancia,Entre los primeros de la clase,Muy buen estudiante,4,5,5,1,1,4,5,4,4,1,5,5,5,4,4,5,4,4,1,2,4,DRONES,SENIOR,Chico,Bien,9,9,Muy buena,No asistí,Muy buena,Muy bien,Sí,Ingeniería aeroespacial,Muy buena,Muy bien,Sí,Sí,9,El Terrabot y la teoría sobre vehículos aéreos.,El primer día.,Espacio del patio.,5,5,4,1,1,4,4,4,4,1,5,4,4,4,3,4,4,4,1,1,4
156,DRONES,SENIOR,310825,15,Chico,Yo,No,Sí,Muy buena,,Piloto,Piloto,Entre los primeros de la clase,Muy buen estudiante,4,4,5,2,1,5,4,4,5,3,5,5,4,5,3,4,5,5,1,4,3,DRONES,SENIOR,Chico,Bien,10,10,Muy buena,Muy buena,Muy buena,Bien,Sí,Piloto o ingeniero aeronáutico.,Muy buena,Muy bien,Sí,Sí,10,Los datos interesantes y me ha gustado mucho volar drones y enterarme de los ziplines (drones ambulancia en Africa).,"No había nada malo, a mi personalmente no se me da muy bien la programación, pero todo genial.",La verdad que no se me ocurre nada.,4,5,4,2,1,4,5,3,4,4,5,5,4,5,3,2,5,4,1,3,3
157,DRONES,SENIOR,805382,16,Chico,Yo,"2019, 2020 (online)",Sí,Buena,,Ingeniero de teleco,Ingeniera de teleco,Entre los primeros de la clase,Buen estudiante,4,5,5,2,2,3,4,4,5,2,5,4,4,4,3,3,3,3,2,2,5,DRONES,SENIOR,Chico,Muy bien,9,9,Muy buena,No asistí,Muy buena,Muy bien,Sí,Ingeniería,Buena,Muy bien,Sí,Sí,9,"4º dia, Terrabot",1er dia,El espacio para el descanso,4,4,5,2,1,3,4,4,4,2,5,4,4,3,3,4,2,5,1,3,5
158,DRONES,SENIOR,1010827,14,Chico,"Yo, Mis padres",No,Sí,Buena,,Administrativo,Administrativo,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,5,4,1,1,3,4,3,4,2,4,4,4,4,3,4,4,3,1,4,4,DRONES,SENIOR,Chico,Bien,9,7,Muy buena,Muy buena,Muy buena,Bien,Sí,A pilotar drones,Muy buena,Muy bien,Sí,Sí,9,Programar,Teoria,Menos teoría,4,4,4,2,2,3,4,3,4,2,4,4,4,3,3,4,4,4,2,5,4
159,DRONES,SENIOR,1307570,14,Chico,Yo,No,No sé,Buena,,Ingeniero,Agencia de viajes,"Por el medio, pero más cerca de los últimos",Buen estudiante,3,4,2,1,3,2,4,3,4,3,4,5,3,3,4,2,3,4,1,5,3,DRONES,SENIOR,Chico,Regular,9,9,Muy buena,No asistí,Regular,Regular,No sé,A pilotar aviones,Buena,Bien,Sí,Sí,8,Programar,Teoría,Menos teoría,4,3,4,1,3,1,4,2,4,3,3,4,3,2,5,3,3,4,2,5,3
160,DRONES,SENIOR,1608055,15,Chico,Yo,No,Sí,Buena,,Banco Santander,Banco Santander,Entre los primeros de la clase,Buen estudiante,5,5,4,3,2,3,4,4,5,2,5,4,5,5,4,5,4,4,1,4,4,DRONES,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Medicina,Muy buena,Muy bien,Sí,Sí,10,Jugar con drones,No se,Esta todo muy bien,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,1,5,5
161,DRONES,SENIOR,1611000,14,Chico,Yo,"2016, 2017, 2018, 2019, 2020 (online)",No sé,Buena,,Empresario,Nada,Entre los primeros de la clase,Muy buen estudiante,4,4,4,2,3,3,3,3,4,3,4,3,3,3,2,3,2,4,1,2,4,INGENIERIA MECANICA,JUNIOR,Chico,Bien,10,10,Muy buena,No asistí,Muy buena,Bien,No sé,ingeniería electrónica/ programación,Buena,Muy bien,Sí,Sí,9,,,El horario de entrada un poco mas tarde.,5,4,5,2,3,1,3,4,5,1,5,5,4,5,1,3,3,5,1,3,5
162,DRONES,SENIOR,1802670,15,Chico,Yo,No,Sí,Muy buena,,Desarrollador Senior,Directora Asesoría Jurídica,Entre los primeros de la clase,Buen estudiante,5,4,4,2,2,5,4,4,5,1,5,4,4,5,3,4,4,4,1,3,3,INGENIERIA MECANICA,SENIOR,Chico,Bien,10,10,Muy buena,Buena,Regular,Bien,Sí,Mecatrónica,Muy buena,Bien,Sí,Sí,10,La forma en la que el profe da las clases y responde a todas las dudas que podamos tener,Nada,Mas actividades prácticas y un poco menos de teoría,5,5,4,2,2,5,4,4,5,2,5,4,5,5,2,4,5,4,1,3,3
163,DRONES,SENIOR,1809761,14,Chico,"Yo, Mis padres",2019,Sí,Buena,,Medicina,Medicina,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,4,5,2,2,5,4,5,5,2,5,5,4,5,2,4,5,5,1,2,4,DRONES,SENIOR,Chico,Bien,9,9,Muy buena,No asistí,,Muy bien,Sí,Algo relacionado con las ciencias,Buena,Muy bien,Sí,Sí,9,Aprender a hacer códigos de arduino,La teoría por las mañanas,Yo creo que se podría dar una explicación al principio especial hacia los codigos de arduino,4,5,5,1,1,4,5,5,5,5,5,5,5,5,2,4,5,5,1,2,5
164,DRONES,SENIOR,2203645,16,Chico,Yo,"2016, 2017, 2018, 2019",Sí,Muy buena,,no tengo,Amnistía internacional,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5,INTELIGENCIA ARTIFICIAL,SENIOR,Chico,Bien,10,1,Muy buena,Muy buena,Muy buena,Regular,Sí,ser bioingeniería o genetista.,Muy buena,Bien,Sí,Sí,9,Lo que no tenia relación con el curso,tener que hacer tanto scratch,pues bastantes cosas pero esta bien.,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
165,DRONES,SENIOR,2207915,13,Chico,Mis padres,No,Sí,Muy buena,,Informática,Economía,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,3,1,1,3,5,4,4,4,4,5,5,5,4,2,4,4,2,3,4,DRONES,SENIOR,Chico,Bien,9,9,Muy buena,No asistí,,Muy bien,Sí,Ingeniería Industrial,Muy buena,Muy bien,Sí,Sí,10,La construcción de drones,La teoría,La revisión de los ordenadores,5,5,3,1,1,3,5,4,5,3,4,5,5,4,4,3,4,4,1,4,4
166,DRONES,SENIOR,2211745,15,Chico,"Yo, Mis padres","2019, 2020 (online)",Sí,Muy buena,,Ingeniero de Telecomunicaciones,Consultoría,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,4,5,1,5,4,5,5,3,5,3,5,1,1,5,SMART CITY,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,Ingeniero de Telecomunicaciones o Ingeniero Industrial,Muy buena,Muy bien,Sí,Sí,10,El resultado fianl de todos los elementos de la Smart City en funcionamiento.,"A veces, el resultado no sale a la primera.",Nada.,5,5,5,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,1,1,5
167,DRONES,SENIOR,2403282,14,Chico,"Yo, Mis padres",No,Sí,Buena,,Institución iberoamericana,Paro,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,5,1,3,3,4,5,4,4,5,4,4,4,5,4,3,5,1,4,5,INGENIERIA ELECTRONICA,SENIOR,Chico,Muy bien,10,10,Muy buena,No asistí,Buena,Bien,Sí,lo estoy pensando,Muy buena,Bien,Sí,Sí,10,kahoot,que sea solo una semana,"nada, ta`perfecto",4,5,5,1,1,2,4,5,5,2,5,5,4,4,4,4,4,4,1,4,4
168,DRONES,SENIOR,2609256,14,Chico,"Yo, Mis amigos",No,Sí,Buena,,Arquitecto,Arquitecto,"Por el medio, pero más cerca de los primeros",Dentro de la media,3,4,5,3,2,3,4,3,4,4,5,4,4,4,4,3,4,5,2,3,3,DRONES,SENIOR,Chico,Regular,9,9,Muy buena,No asistí,Buena,Muy bien,Sí,ingenieria,Buena,Bien,Sí,Sí,8,el siguelineas,La teoria (no la entiendo),nada,4,4,4,2,4,3,5,3,5,1,5,4,4,5,4,3,4,4,1,3,4
169,DRONES,SENIOR,2709421,14,Chico,"Yo, Mis padres",2020 (online),Sí,Buena,,Empresario,Enfermera,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,2,5,5,3,5,5,5,5,4,5,3,4,5,5,1,3,4,INGENIERIA MECANICA,SENIOR,Chico,Muy bien,9,10,Muy buena,No asistí,Buena,Muy bien,Sí,Ingeniero,Buena,Bien,Sí,Sí,9,Conducir el choche teledirigido,Nada,Nada,4,4,4,1,2,4,4,3,4,2,5,4,4,4,2,4,5,4,1,3,5
170,DRONES,SENIOR,2901314,15,Chico,Mis padres,No,No sé,Buena,,ingeniero industrial,ingeniera de telecomunicaciones,"Por el medio, pero más cerca de los últimos",Dentro de la media,4,4,4,2,4,3,3,4,3,2,5,5,3,4,3,4,3,4,2,4,3,DRONES,SENIOR,Chico,Bien,10,10,Muy buena,Muy buena,Buena,Bien,No sé,arquitectura,Buena,Muy bien,Sí,Sí,8,todo,nada,nada,4,4,3,1,3,2,4,4,3,2,5,4,3,3,4,3,3,4,2,4,5
171,DRONES,SENIOR,2909080,14,Chico,Mis padres,No,No sé,Me da igual,,Veterinaria,Ingeniería,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,4,2,2,3,4,4,4,3,4,4,4,4,2,3,4,4,2,2,4,SMART CITY,SENIOR,Chico,Bien,10,1,Muy buena,Muy buena,Muy buena,Muy bien,No sé,No se,Buena,Bien,Sí,Sí,10,Maqueta,nada,Nada,4,4,4,2,2,3,4,4,4,2,4,4,3,3,2,3,4,4,2,2,4
172,EDICION DE FOTO Y VIDEO,JUNIOR,107000,11,Chico,Mis padres,No,No,Muy mala,,No lo se,Profesora universitaria,"Por el medio, pero más cerca de los primeros",Dentro de la media,1,1,2,5,1,1,1,1,1,5,2,1,1,1,5,1,3,2,5,5,2,MINECRAFT,JUNIOR,Chico,Bien,8,8,No asistí,No asistí,Buena,Muy bien,No,no lo se,Mala,Bien,Sí,Sí,9,el pvp,redstone,que la silla es muy baja y me duele la espalda,1,2,1,5,5,1,1,1,1,5,3,1,1,1,5,1,4,3,5,5,2
173,EDICION DE FOTO Y VIDEO,JUNIOR,109000,10,Chico,Yo,No,No sé,Buena,,Custosmobile,Zara,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,2,4,3,3,2,3,4,3,3,5,3,3,3,3,2,4,4,2,4,4,VIDEOJUEGOS 2D,JUNIOR,Chico,Bien,10,10,Buena,No asistí,Muy buena,Muy bien,No sé,No sé,Buena,Muy bien,Sí,Sí,9,Conocer cosas y gente,Mucho trabajo,No sé,4,3,4,2,3,2,2,4,4,3,4,4,2,2,4,3,5,4,2,4,4
174,EDICION DE FOTO Y VIDEO,JUNIOR,504000,13,Chica,Mis padres,"2018, 2019",No sé,Me da igual,,Es ingeniero,Es ingeniera,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,2,4,3,3,2,3,4,3,3,5,5,3,4,2,3,4,4,3,2,3,INGENIERIA MECANICA,JUNIOR,Chico,Bien,10,8,Buena,No asistí,Buena,Muy bien,Sí,Ingeniero,Muy buena,Muy bien,Sí,Sí,9,Aprender como funciona un motor,El olor del laboratorio,,5,4,5,1,3,4,4,5,5,3,5,5,4,4,3,3,4,4,1,3,5
