Curso,Nivel,Codigo,Edad,Genero,Decision,Otros_campus,Ingenieria_antes,Valoracion_ingenierias,Dedicacion,Trabajo_padre,Trabajo_madre,Posicion_clase,Tipo_estudiante,Gustar,Estudiar,Entender,No_entender,Profesional,Actividades,Carrera,Facilidad,Disfrutar,No_trabajo,Mundo_mejor,Interes_asignaturas,Salida_profesional,Actividades_instituto,Dificultad_asignaturas,Trabajo,Respeto_cientificos,Efecto_vidas,No_gustar,Examenes,Decisiones_personales
EMPRENDE ICADE,SENIOR,2706000,15,Chica,Yo,No,Sí,Muy buena,,Inegniería,Ingeniería,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
EMPRENDE ICADE,SENIOR,2709776,15,Chica,Yo,No,No sé,Buena,,es abogado,en el Santander,Entre los primeros de la clase,Muy buen estudiante,4,3,5,1,1,5,3,5,5,4,5,3,4,5,1,4,5,4,1,1,5
EMPRENDE ICADE,SENIOR,2709776,15,Chica,Yo,No,No sé,Buena,,es abogado,en el Santander,Entre los primeros de la clase,Muy buen estudiante,4,3,5,1,1,5,3,5,5,4,5,3,4,5,1,4,5,4,1,1,5
EMPRENDE ICADE,SENIOR,2807313,16,Chica,Yo,2018,No,Buena,,Arquitecto,Miembro de juntas,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,2,3,2,4,2,1,3,3,4,4,2,2,4,3,2,4,4,2,4,3
EMPRENDE ICADE,SENIOR,3009521,15,Chico,Mis amigos,"2018, 2020 (online)",Sí,Buena,,no lo sé,Abogado,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,3,2,3,3,4,3,3,3,5,3,3,4,4,2,4,3,2,5,3
EMPRENDE ICADE,SENIOR,7777777,16,Chico,Yo,2019,Sí,Buena,,Un banco,Es abogada,Entre los primeros de la clase,Muy buen estudiante,4,5,5,1,2,3,4,5,5,1,5,4,4,5,1,4,3,5,1,4,4
EMPRENDE ICADE,SENIOR,7777777,16,Chico,Yo,2019,Sí,Buena,,Un banco,Es abogada,Entre los primeros de la clase,Muy buen estudiante,4,5,5,1,2,3,4,5,5,1,5,4,4,5,1,4,3,5,1,4,4
EMPRENDE ICADE,SENIOR,22126121,16,Chico,Yo,No,No,Me da igual,,optico,optica,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,3,3,1,4,1,1,3,2,4,4,1,3,3,3,2,3,4,4,3,3
EMPRENDE ICADE,SENIOR,23102005,15,Chico,Mis padres,No,No,Me da igual,,Banquero,Emprendedora,"Por el medio, pero más cerca de los últimos",Mal estudiante,2,4,5,2,2,5,3,5,5,2,5,1,3,3,4,2,3,3,4,2,4
ENERGIAS RENOVABLES,JUNIOR,310000,10,Chica,Yo,No,No,Muy buena,,en arreglos para el hogar,le acaban de despedir,Entre los primeros de la clase,Buen estudiante,3,2,3,3,3,3,2,2,4,1,3,2,1,4,3,1,3,1,2,1,1
ENERGIAS RENOVABLES,JUNIOR,501000,11,Chica,Yo,No,Sí,Muy buena,,es funcionario de hacienda,es profesora de primaria,Entre los primeros de la clase,Muy buen estudiante,5,3,5,1,2,4,3,4,5,2,5,5,4,5,2,3,3,5,1,4,4
ENERGIAS RENOVABLES,JUNIOR,1806000,12,Chico,Yo,2019,Sí,Buena,,Mi padre es abogado y empresario de la empresa Mondelez International.,Mi madre es inspectora de hacienda.,Entre los primeros de la clase,Buen estudiante,3,3,4,1,2,2,3,3,3,1,5,3,3,3,2,3,4,3,2,2,3
ENERGIAS RENOVABLES,JUNIOR,1912000,12,Chico,Yo,"2019, 2020 (online)",Sí,Muy buena,,Ingeniería,Ingeniería,Entre los primeros de la clase,Buen estudiante,5,4,4,1,1,4,5,5,4,1,5,4,4,4,1,4,4,4,1,1,4
ENERGIAS RENOVABLES,JUNIOR,2107000,12,Chico,Yo,"2018, 2019",Sí,Buena,,Es abogado,es psicóloga,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,5,1,1,3,4,4,4,3,5,4,4,4,2,3,3,4,2,2,4
ENERGIAS RENOVABLES,JUNIOR,2204000,9,Chico,Mis padres,No,No sé,Buena,,no se,no se,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,3,4,1,1,3,3,4,3,1,5,3,3,3,1,3,5,5,1,3,4
ENERGIAS RENOVABLES,JUNIOR,2206000,11,Chico,Yo,2017,No sé,Buena,,Arquitecto,No sé,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,3,3,2,2,3,3,4,5,3,5,4,3,4,3,3,3,4,1,4,3
ENERGIAS RENOVABLES,JUNIOR,2501000,13,Chico,Mis amigos,No,No sé,Buena,,no se,en una empresa de telecomunicaciones,Entre los primeros de la clase,Muy buen estudiante,4,3,3,1,3,3,3,5,4,3,3,4,3,5,2,3,4,3,2,2,4
ENERGIAS RENOVABLES,JUNIOR,2509049,12,Chica,"Yo, Mis padres","2018, 2019",Sí,Me da igual,,analitix,dirige una fabrica,"Por el medio, pero más cerca de los primeros",Dentro de la media,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
ENERGIAS RENOVABLES,JUNIOR,2901000,9,Chico,Yo,No,No sé,Buena,,acciona,no lo se,"Por el medio, pero más cerca de los últimos",Dentro de la media,4,3,2,4,3,2,3,2,4,3,2,1,2,1,2,1,2,1,2,1,3
INGENIERIA ELECTRONICA,SENIOR,0,14,Chico,Yo,No,No sé,Muy buena,,seguros,casa,"Por el medio, pero más cerca de los últimos",Buen estudiante,5,3,5,1,3,3,3,4,4,3,5,5,3,4,4,3,4,5,1,3,5
INGENIERIA ELECTRONICA,SENIOR,302594,16,Chico,Yo,"2017, 2018, 2019",Sí,Muy buena,,Ingeniero informático,Ingeniero mecánico,Entre los primeros de la clase,Buen estudiante,4,5,5,1,1,3,4,4,5,3,5,4,4,3,3,3,4,3,1,4,3
INGENIERIA ELECTRONICA,SENIOR,307566,17,Chica,Yo,"2016, 2019, 2020 (online)",Sí,Muy buena,,Mi padre es auditor de calidad y medioambiente,Mi madre es farmacéutica,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,5,4,5,2,5,4,5,5,3,4,4,5,1,4,5
INGENIERIA ELECTRONICA,SENIOR,404000,14,Chico,Yo,"2016, 2017, 2018, 2019",Sí,Muy buena,,profesor de universidad,es ingeniera electrica,Entre los primeros de la clase,Buen estudiante,5,4,5,2,4,4,5,5,5,2,5,5,5,5,2,4,4,5,1,2,4
INGENIERIA ELECTRONICA,SENIOR,703676,15,Chico,Yo,No,No sé,Buena,,Actuario,Medicina,Entre los primeros de la clase,Buen estudiante,5,3,5,1,1,5,4,5,5,2,5,5,4,5,1,4,4,4,1,1,4
INGENIERIA ELECTRONICA,SENIOR,711327,14,Chico,Yo,2020 (online),Sí,Muy buena,,Ingeniero industrial Empresa Camaras,Ingeniera industrial Banco,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,3,5,1,1,5
INGENIERIA ELECTRONICA,SENIOR,1006000,14,Chica,Yo,"2017, 2018, 2019, 2020 (online)",Sí,Muy buena,,Maestro industrial en electrónica,Administrativa,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,4,5,5,4,5,5,5,5,2,2,5,5,1,2,5
INGENIERIA ELECTRONICA,SENIOR,1610654,13,Chico,"Yo, Mis padres",No,Sí,Buena,,No sé,profesora,"Por el medio, pero más cerca de los primeros",Dentro de la media,3,2,4,2,4,2,4,3,3,2,5,3,4,2,4,2,4,4,2,3,4
INGENIERIA ELECTRONICA,SENIOR,1802670,15,Chico,Yo,No,Sí,Muy buena,,Programación,Abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,4,5,2,2,4,4,3,5,5,5,4,4,5,3,4,5,4,1,3,2
INGENIERIA ELECTRONICA,SENIOR,1909923,15,Chico,Mis padres,No,No sé,Buena,,arquitecto,arquitecta,Entre los últimos de la clase,Muy mal estudiante,3,4,4,1,2,4,4,3,3,3,5,4,4,3,3,3,4,5,2,3,4
INGENIERIA ELECTRONICA,SENIOR,2309302,16,Chica,Yo,No,Sí,Muy buena,,Jubilado,Directora General,"Por el medio, pero más cerca de los últimos",Buen estudiante,4,5,5,2,1,4,4,4,5,3,5,5,5,5,4,4,4,5,1,4,5
INGENIERIA ELECTRONICA,SENIOR,2403282,14,Chico,"Yo, Mis padres",No,No sé,Buena,,institución iberoamericana,paro,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,5,2,3,3,4,4,4,2,5,4,3,4,4,3,2,4,1,3,4
INGENIERIA ELECTRONICA,SENIOR,2509049,12,Chica,"Yo, Mis padres","2018, 2019",No sé,Buena,,Analitix,Economista,"Por el medio, pero más cerca de los últimos",Dentro de la media,4,2,3,4,1,1,1,3,3,4,3,3,1,3,3,1,5,3,4,3,3
INGENIERIA ELECTRONICA,SENIOR,3010233,15,Chica,Yo,"2018, 2019",Sí,Muy buena,,ingeniero eléctrico,ingeniera eléctrica,Entre los primeros de la clase,Muy buen estudiante,5,5,4,1,1,4,5,4,4,1,5,5,5,4,1,4,4,4,1,1,3
INGENIERIA ELECTRONICA,SENIOR,3010233,15,Chica,Yo,"2018, 2019",Sí,Muy buena,,ingeniero eléctrico,ingeniera eléctrica,Entre los primeros de la clase,Muy buen estudiante,5,5,4,1,1,4,5,4,4,1,5,5,5,4,1,4,4,4,1,1,3
INGENIERIA MECANICA,JUNIOR,0,13,Chico,Yo,No,Sí,Muy buena,,Es médico,Es farmacéutica,Entre los primeros de la clase,Buen estudiante,5,4,5,2,2,4,5,3,5,1,4,5,4,5,3,4,4,4,1,2,3
INGENIERIA MECANICA,JUNIOR,157000,11,Chico,"Yo, Mis padres",No,No,Buena,,santander (empresa),sanidad,Entre los primeros de la clase,Muy buen estudiante,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
INGENIERIA MECANICA,JUNIOR,311000,10,Chico,Yo,No,No sé,Muy buena,,"Poeta, abogado y derecho.",Científica,Entre los primeros de la clase,Muy buen estudiante,5,3,5,1,2,5,5,5,5,2,5,5,2,5,1,2,5,5,1,1,5
INGENIERIA MECANICA,JUNIOR,504000,13,Chico,Mis padres,No,Sí,Buena,,Mi padre es militar,Mi madre es profesora,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,4,1,1,2,4,3,4,4,4,5,4,4,3,4,3,3,1,3,4
INGENIERIA MECANICA,JUNIOR,1308000,12,Chico,"Yo, Mis padres",2019,Sí,Muy buena,,Abogado de Enagas,Abogada,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,4,5,5,5,2,5,4,5,5,3,4,4,4,1,3,4
INGENIERIA MECANICA,JUNIOR,1712000,10,Chico,Yo,No,Sí,Muy buena,,auditor,nada,Entre los primeros de la clase,Muy buen estudiante,5,3,5,1,1,5,4,2,5,1,5,4,3,5,2,1,5,3,1,3,5
INGENIERIA MECANICA,JUNIOR,1712665,12,Chico,Yo,No,Sí,Muy buena,,Ni idea,GE,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,2,4,3,2,5,5,4,4,3,3,4,2,2,5,3,2,2,4
INGENIERIA MECANICA,JUNIOR,1802000,11,Chico,Mis padres,No,Sí,Buena,,ingeniero de minas,juez,Entre los primeros de la clase,Muy buen estudiante,4,5,4,1,1,3,5,4,4,3,4,4,5,5,3,4,5,5,1,5,4
INGENIERIA MECANICA,JUNIOR,1904000,10,Chico,Yo,No,Sí,Muy buena,,EN AMADEUS,PARA EL ESTADO,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,1,5,5,5,1,4,5,5,5,1,5,5,4,1,1,4
INGENIERIA MECANICA,JUNIOR,2403000,12,Chico,Mis padres,No,No sé,Buena,,no me acuerdo,abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,5,1,3,2,3,3,3,3,5,4,3,3,2,3,3,3,2,4,3
INGENIERIA MECANICA,JUNIOR,2705000,14,Chico,Yo,2019,Sí,Muy buena,,asesor fiscal,asesora culinaria,Entre los primeros de la clase,Buen estudiante,5,5,4,2,1,4,5,3,5,1,5,4,5,5,3,4,4,4,1,3,4
INGENIERIA MECANICA,JUNIOR,2801000,12,Chico,Yo,No,No sé,Muy buena,,ingenieria,ingeneria profesora,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,5
INGENIERIA MECANICA,JUNIOR,2802000,10,Chica,"Yo, Mis padres",No,Sí,Muy buena,,es profesor de ingeneria mecanica y fluidos,en residencias de señores mayores,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,4,5,4,5,1,4,5,5,4,3,5,4,4,1,3,4
INGENIERIA MECANICA,JUNIOR,3001000,12,Chico,Yo,2019,No sé,Buena,,ingeniería eléctrica,no me acuerdo,Entre los primeros de la clase,Muy buen estudiante,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,4,5,1,1,5
INGENIERIA MECANICA,JUNIOR,3006000,11,Chico,Otros,No,No,Me da igual,,arquitecto,arquitecta,Entre los primeros de la clase,Muy buen estudiante,5,1,5,4,3,4,3,5,5,5,1,4,3,5,5,5,1,5,2,3,3
INGENIERIA MECANICA,JUNIOR,20030000,11,Chico,Mis padres,No,Sí,Muy buena,,Cerrajero,Ayuda a los mayores,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
INGENIERIA MECANICA,JUNIOR,200111000,10,Chico,Yo,No,Sí,Buena,,auditor,comeciante,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,2,2,4,3,3,5,5,5,4,5,5,2,5,3,5,1,2,5
INGENIERIA MECANICA,SENIOR,109000,13,Chico,Yo,"2019, 2020 (online)",Sí,Muy buena,,Ingeniería industrial,Logística,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,5,4,5,1,5,5,5,5,1,5,4,5,1,1,5
INGENIERIA MECANICA,SENIOR,311077,15,Chico,Yo,"2018, 2019",Sí,Muy buena,,Banca Privada de CaixaBank,Venta de Césped,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,2,1,4,5,3,4,2,5,5,5,5,5,4,4,4,1,5,4
INGENIERIA MECANICA,SENIOR,410780,15,Chico,Yo,2019,Sí,Buena,,Franquiciero,Abogacía,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
INGENIERIA MECANICA,SENIOR,504881,14,Chico,Yo,"2018, 2019",Sí,Muy buena,,Tecnico de cultura de Algete,Restauradora,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,2,1,4,5,4,4,1,5,5,5,4,3,5,4,4,1,3,4
INGENIERIA MECANICA,SENIOR,604762,14,Chico,"Yo, Mis padres",No,Sí,Muy buena,,Mi padre es médico radiofísico.,Mi madre no trabaja actualmente.,Entre los primeros de la clase,Muy buen estudiante,5,5,5,2,1,5,5,5,5,2,4,5,5,5,3,5,5,3,1,3,3
INGENIERIA MECANICA,SENIOR,609703,16,Chico,Yo,No,Sí,Muy buena,,Ingeniería industrial,Arquitecto,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,4,2,1,4,5,3,4,2,5,4,4,4,4,3,4,4,1,4,4
INGENIERIA MECANICA,SENIOR,708185,14,Chico,Mis padres,No,No sé,Me da igual,,Publicidad,Architectura,"Por el medio, pero más cerca de los últimos",Dentro de la media,4,3,3,3,2,4,4,3,3,2,5,3,4,4,3,4,4,3,2,3,3
INGENIERIA MECANICA,SENIOR,708269,12,Chico,Yo,"2018, 2019",Sí,Muy buena,,Ministerio de Movilidad Transportes y Agenda urbana.,CCOO.,Entre los primeros de la clase,Buen estudiante,5,5,4,1,1,4,5,5,5,1,5,5,5,5,2,4,5,5,1,2,5
INGENIERIA MECANICA,SENIOR,801040,17,Chico,Yo,2019,Sí,Muy mala,,Emprendedor,Con mi padre,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,4,5,1,2,4,5,3,4,2,5,4,5,4,2,4,5,4,1,4,5
INGENIERIA MECANICA,SENIOR,805065,15,Chico,Yo,No,Sí,Muy buena,,Arquitecto,Política,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,4,5,5,4,1,5,5,5,5,2,5,3,5,1,5,4
INGENIERIA MECANICA,SENIOR,905364,16,Chica,Yo,No,Sí,Muy buena,,Logística de puertos,Jueza,Entre los primeros de la clase,Muy buen estudiante,5,5,4,2,1,4,5,3,5,5,5,4,5,5,4,5,5,5,1,2,3
INGENIERIA MECANICA,SENIOR,1012271,15,Chico,Mis padres,No,Sí,Muy buena,,Ingeniero,Ingeniera,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,4,5,4,5,1,5,5,5,5,1,5,5,3,1,1,3
INGENIERIA MECANICA,SENIOR,1107991,16,Chico,Yo,No,Sí,Muy buena,,Empresario,Departamento de Comunicación de su empresa,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,2,4,4,3,4,3,4,4,4,4,4,3,4,4,2,4,3
INGENIERIA MECANICA,SENIOR,1305293,15,Chico,"Yo, Mis padres",2019,Sí,Buena,,Ingienería,En energías no renovables,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,4,2,2,3,4,3,4,2,4,4,4,4,2,4,3,4,2,2,4
INGENIERIA MECANICA,SENIOR,1404024,17,Chica,Yo,No,Sí,Muy buena,,Vicepresidente de su empresa,Es ingeniera quimica y directora de recursos humanos y gestion de crisis dentro de su empresa,Entre los primeros de la clase,Muy buen estudiante,5,5,4,2,1,3,5,4,4,1,5,5,5,5,2,4,5,4,1,4,3
INGENIERIA MECANICA,SENIOR,1404024,17,Chica,Yo,No,Sí,Muy buena,,Vicepresidente de su empresa,Es ingeniera quimica y directora de recursos humanos y gestion de crisis dentro de su empresa,Entre los primeros de la clase,Muy buen estudiante,5,5,4,2,1,3,5,4,4,1,5,5,5,5,2,4,5,4,1,4,3
INGENIERIA MECANICA,SENIOR,1412638,15,Chico,Yo,No,Sí,Muy buena,,Ingeniero y bombero,Ama de casa,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,5,5,5,4,5,5,5,4,5,5,3,3,3,4,2,3,4
INGENIERIA MECANICA,SENIOR,1506244,17,Chica,Yo,No,Sí,Muy buena,,derecho medioambiental,derecho y administración de empresas,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,4,5,1,5,4,5,5,4,5,3,3,1,4,3
INGENIERIA MECANICA,SENIOR,1509805,14,Chico,"Yo, Mis padres",No,Sí,Buena,,Ingeniero de Caminos,Ingeniera de Caminos,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,4,2,2,4,5,4,5,2,5,5,4,5,4,4,3,5,1,4,4
INGENIERIA MECANICA,SENIOR,1603225,17,Chico,Yo,"2016, 2017",Sí,Buena,,Economista,Economista,Entre los primeros de la clase,Buen estudiante,4,5,5,1,2,4,5,4,5,1,5,4,5,5,3,5,4,3,1,3,5
INGENIERIA MECANICA,SENIOR,1701952,16,Chico,Yo,"2017, 2018, 2019",Sí,Muy buena,,Auditoria,Turismo,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,4,5,4,5,1,5,5,5,4,2,4,4,5,1,2,5
INGENIERIA MECANICA,SENIOR,1802670,15,Chico,"Yo, Mis padres",No,Sí,Muy buena,,Desarrollador Senior,Directora Asesoría Jurídica,Entre los primeros de la clase,Buen estudiante,5,4,4,2,2,5,4,4,5,1,5,4,4,5,3,4,5,4,1,3,4
INGENIERIA MECANICA,SENIOR,1904467,17,Chico,Yo,No,Sí,Muy buena,,Consultor patrimonial,Consultor patrimonial,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,4,2,2,4,5,3,5,1,4,5,4,4,4,1,4,4,1,4,4
INGENIERIA MECANICA,SENIOR,2004265,15,Chico,Yo,No,Sí,Buena,,Inmobiliaria,Impuestos,"Por el medio, pero más cerca de los últimos",Buen estudiante,4,4,4,2,2,3,4,3,4,4,5,5,5,5,3,2,4,4,2,3,4
INGENIERIA MECANICA,SENIOR,2007890,14,Chico,Mis padres,No,Sí,Buena,,Ingeniero,Profesora,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,4,2,1,1,5,3,4,1,5,5,5,5,4,1,3,3,1,5,4
INGENIERIA MECANICA,SENIOR,2007890,14,Chico,Mis padres,No,Sí,Buena,,Ingeniero,Profesora,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,4,2,1,1,5,3,4,1,5,5,5,5,4,1,3,3,1,5,4
INGENIERIA MECANICA,SENIOR,2101115,16,Chico,Yo,"2018, 2019",Sí,Muy buena,,Financiero,Administración,Entre los primeros de la clase,Buen estudiante,5,5,5,2,2,3,4,3,4,1,5,4,4,4,3,4,4,4,1,3,5
INGENIERIA MECANICA,SENIOR,2101540,16,Chico,Yo,"2016, 2017, 2018",Sí,Buena,,Contable en banco,Administradora en la universidad,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,4,5,2,2,2,4,3,3,3,5,4,3,5,5,4,3,5,2,5,4
INGENIERIA MECANICA,SENIOR,2101894,16,Chico,Yo,2020 (online),Sí,Muy buena,,Ingeniero Mecánico,Medico,Entre los primeros de la clase,Buen estudiante,5,5,5,2,1,4,5,4,4,2,5,5,5,4,3,4,3,4,2,4,5
INGENIERIA MECANICA,SENIOR,2101894,16,Chico,Yo,2020 (online),Sí,Muy buena,,Ingeniero Mecánico,Medico,Entre los primeros de la clase,Buen estudiante,5,5,5,2,1,4,5,4,4,2,5,5,5,4,3,4,3,4,2,4,5
INGENIERIA MECANICA,SENIOR,2203352,17,Chico,Yo,No,Sí,Buena,,Finanzas,Moda,Entre los primeros de la clase,Buen estudiante,4,4,5,1,1,4,5,4,4,1,5,4,4,4,2,2,4,3,1,3,3
INGENIERIA MECANICA,SENIOR,2206668,16,Chico,Yo,No,Sí,Buena,,Arquitecto,Consultoria,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,1,2,4,4,4,4,2,4,4,4,4,2,4,3,3,1,2,1
INGENIERIA MECANICA,SENIOR,2212121,16,Chico,Yo,No,No,Me da igual,,Optico,Optica,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,3,4,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3
INGENIERIA MECANICA,SENIOR,2308128,13,Chico,Yo,No,Sí,Muy buena,,.,.,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,1,5,3,5,1,4,4,4,4,3,4,3,3,1,1,3
INGENIERIA MECANICA,SENIOR,2309302,16,Chica,Yo,No,Sí,Muy buena,,Jubilado,Directora general,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,2,2,5,5,4,5,1,5,5,5,5,2,5,5,5,1,2,5
INGENIERIA MECANICA,SENIOR,2405155,16,Chico,Yo,No,Sí,Muy buena,,Asesor fiscal de empresa,Asesora fiscal de empresas,"Por el medio, pero más cerca de los últimos",Dentro de la media,5,5,5,1,1,4,5,5,4,2,5,5,5,5,2,2,4,4,1,2,4
INGENIERIA MECANICA,SENIOR,2410178,17,Chico,"Yo, Mis padres","2018, 2020 (online)",Sí,Me da igual,,Ingeniero,Ingeniero,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,2,1,4,4,3,1,4,4,4,4,4,4,4,4,1,1,4
INGENIERIA MECANICA,SENIOR,2511973,16,Chico,Yo,No,Sí,Buena,,ingeniero de telecomunicaciones,ingeniera de telecomunicaciones,Entre los primeros de la clase,Buen estudiante,4,4,5,2,3,3,5,4,4,4,5,5,3,5,3,3,4,4,2,3,5
INGENIERIA MECANICA,SENIOR,2512371,13,Chico,Yo,"2017, 2018, 2019",Sí,Buena,,En vender luz,En vender tractores,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,2,3,2,3,4,4,3,5,4,3,3,2,3,3,5,2,2,5
INGENIERIA MECANICA,SENIOR,2612649,15,Chico,Yo,No,Sí,Buena,,Telecomunicaciones,Telecomunicaciones,Entre los primeros de la clase,Muy buen estudiante,5,4,4,2,2,3,5,5,4,2,4,4,4,4,1,3,3,4,2,2,3
INGENIERIA MECANICA,SENIOR,2709421,14,Chico,"Yo, Mis padres",2020 (online),Sí,Buena,,Empresario,Enfermera,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,2,4,4,4,4,2,4,4,4,4,2,4,4,4,2,4,4
INGENIERIA MECANICA,SENIOR,2710351,16,Chico,Mis padres,No,Sí,Buena,,En iberola aunque no se exactamente que hace.,No trabaja.,Entre los últimos de la clase,Mal estudiante,3,4,5,2,1,2,5,4,4,2,4,4,4,3,4,4,4,4,2,5,4
INGENIERIA MECANICA,SENIOR,3005065,15,Chico,Yo,No,Sí,Buena,,Trabaja en ferrovial aeropuertos,En medicina,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,4,5,2,2,3,4,4,4,3,5,4,4,5,3,4,3,5,2,3,5
INGENIERIA MECANICA,SENIOR,3103888,15,Chico,Yo,No,Sí,Buena,,Derecho,X,Entre los primeros de la clase,Muy buen estudiante,4,4,4,2,2,4,3,4,4,2,5,4,4,4,3,4,3,4,2,3,4
INTELIGENCIA ARTIFICIAL,JUNIOR,207005,16,Chico,Mis amigos,No,No,Me da igual,,Ceo de su empresa,No trabaja,"Por el medio, pero más cerca de los últimos",Mal estudiante,3,2,4,3,4,3,2,2,3,4,5,3,2,5,4,2,5,4,4,5,4
INTELIGENCIA ARTIFICIAL,SENIOR,101047,15,Chica,Mis padres,No,No sé,Muy mala,,no se,no se,Entre los primeros de la clase,Buen estudiante,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
INTELIGENCIA ARTIFICIAL,SENIOR,109196,13,Chico,"Yo, Mis amigos",No,Sí,Muy buena,,Director de comunicaciones del ayuntamiento de Madrid,Profesora en la universidad Villanueva,Entre los primeros de la clase,Muy buen estudiante,5,5,4,1,1,4,5,5,5,1,5,5,5,5,2,5,4,4,1,2,4
INTELIGENCIA ARTIFICIAL,SENIOR,205408,14,Chico,"Yo, Mis padres",No,No sé,Buena,,Inversión en bono,Renta variable,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,4,2,2,3,3,4,4,4,5,4,2,5,3,1,4,4,2,2,2
INTELIGENCIA ARTIFICIAL,SENIOR,236000,14,Chico,Yo,"2018, 2019",Sí,Buena,,Informatica,No,"Por el medio, pero más cerca de los últimos",Mal estudiante,5,3,5,1,3,4,3,3,5,2,5,4,3,3,3,3,2,5,1,3,5
INTELIGENCIA ARTIFICIAL,SENIOR,302848,16,Chica,Yo,2017,Sí,Muy buena,,Es banquero,Contabilidad,Entre los primeros de la clase,Muy buen estudiante,5,5,5,2,4,4,4,4,5,1,5,5,4,5,1,4,5,4,1,3,3
INTELIGENCIA ARTIFICIAL,SENIOR,311077,15,Chico,Yo,"2018, 2019",Sí,Muy buena,,Banca privada de Caixabank,Venta de césped Natural,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,5,4,2,1,4,5,3,4,2,5,5,5,5,5,5,4,3,2,5,3
INTELIGENCIA ARTIFICIAL,SENIOR,312047,16,Chico,Mis padres,No,Sí,Me da igual,,Fondo de inversiones,Arquitectura,Entre los primeros de la clase,Dentro de la media,3,3,3,2,3,2,3,4,2,3,5,3,3,3,2,3,4,4,3,3,3
INTELIGENCIA ARTIFICIAL,SENIOR,401978,16,Chica,"Yo, Mis padres, Mis amigos",No,Sí,Buena,,Ingeniero industrial,Farmacéutica,Entre los primeros de la clase,Muy buen estudiante,3,5,5,1,1,3,4,4,4,2,5,4,4,3,5,4,4,5,2,4,4
